,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,profit_per
2423,190.0,86.0,62.0,59.0,390.0,23993605.0,52467,727,1.0,248.0,18000000.0,2009.0,258.0,5.8,0,5993605.0,133.29780555555556
2424,77.0,103.0,130.0,406.0,691.0,26400000.0,62009,2481,1.0,109.0,18000000.0,1984.0,476.0,5.8,2000,8400000.0,146.66666666666666
2425,151.0,121.0,17000.0,356.0,22000.0,45250.0,235133,23008,1.0,494.0,18000000.0,1980.0,394.0,8.3,0,-17954750.0,0.2513888888888889
2426,111.0,109.0,7.0,827.0,2000.0,22927390.0,25344,4947,0.0,77.0,18000000.0,2009.0,980.0,5.6,0,4927390.0,127.37438888888887
2427,64.0,109.0,272.0,124.0,155.0,4250320.0,14870,605,1.0,86.0,18000000.0,1985.0,144.0,6.8,0,-13749680.0,23.61288888888889
2428,134.0,123.0,64.0,637.0,808.0,22452209.0,14062,5734,0.0,82.0,18000000.0,2009.0,720.0,5.0,0,4452209.0,124.73449444444444
2429,450.0,94.0,0.0,223.0,11000.0,18329466.0,279179,11984,0.0,440.0,18000000.0,2010.0,642.0,7.6,63000,329466.0,101.83036666666668
2430,128.0,94.0,11000.0,975.0,11000.0,17071230.0,31169,23283,0.0,192.0,18000000.0,2000.0,11000.0,6.7,812,-928770.0,94.84016666666668
2431,68.0,115.0,13.0,111.0,757.0,17174870.0,15817,1201,2.0,210.0,18000000.0,2000.0,220.0,6.7,0,-825130.0,95.41594444444445
2432,97.0,107.0,24.0,85.0,10000.0,26284475.0,9051,10691,13.0,68.0,17000000.0,2015.0,566.0,5.7,0,9284475.0,154.61455882352942
2433,54.0,91.0,38.0,362.0,17000.0,16702864.0,8023,18711,0.0,49.0,18000000.0,2004.0,632.0,5.2,591,-1297136.0,92.7936888888889
2434,99.0,125.0,34.0,1000.0,16000.0,15561627.0,39105,21622,0.0,359.0,18000000.0,2001.0,4000.0,7.5,0,-2438373.0,86.45348333333334
2435,412.0,122.0,0.0,816.0,14000.0,17750583.0,93548,28933,0.0,307.0,30000000.0,2015.0,13000.0,7.2,23000,-12249417.0,59.16861
2436,107.0,102.0,0.0,529.0,946.0,14793904.0,28209,4072,1.0,80.0,18000000.0,2009.0,800.0,5.3,0,-3206096.0,82.18835555555556
2437,192.0,90.0,44.0,729.0,12000.0,15281286.0,64646,16004,2.0,105.0,18000000.0,2009.0,904.0,6.5,0,-2718714.0,84.89603333333334
2438,25.0,98.0,28.0,102.0,372.0,8000000.0,1400,927,0.0,41.0,18000000.0,1981.0,262.0,5.0,346,-10000000.0,44.44444444444444
2439,104.0,109.0,128.0,1000.0,11000.0,13491653.0,23728,14995,0.0,213.0,18000000.0,2001.0,2000.0,6.1,813,-4508347.0,74.95362777777778
2441,146.0,90.0,31.0,179.0,210.0,10494494.0,19586,676,1.0,109.0,18000000.0,2013.0,193.0,4.4,4000,-7505506.0,58.30274444444444
2442,124.0,112.0,0.0,177.0,805.0,7837632.0,46396,1466,0.0,287.0,18000000.0,1997.0,223.0,7.5,0,-10162368.0,43.5424
2443,107.0,94.0,0.0,197.0,712.0,15155772.0,8895,1673,2.0,48.0,18000000.0,2014.0,341.0,5.7,3000,-2844228.0,84.19873333333334
2444,11.0,105.0,6.0,371.0,723.0,8508843.0,7470,2368,1.0,35.0,18000000.0,1989.0,422.0,5.5,0,-9491157.0,47.27135
2445,93.0,104.0,109.0,202.0,405.0,7739049.0,10680,847,2.0,112.0,18000000.0,2004.0,204.0,7.1,562,-10260951.0,42.99471666666667
2446,38.0,112.0,213.0,45.0,567.0,6734844.0,29591,711,0.0,118.0,17000000.0,1986.0,67.0,5.9,0,-10265156.0,39.61672941176471
2447,60.0,108.0,25.0,94.0,1000.0,6000000.0,10832,1263,0.0,102.0,18000000.0,1981.0,115.0,6.7,0,-12000000.0,33.33333333333333
2448,184.0,112.0,97.0,231.0,577.0,6615578.0,15352,1341,2.0,82.0,13000000.0,2009.0,416.0,7.0,0,-6384422.0,50.88906153846153
2449,148.0,127.0,13000.0,940.0,40000.0,5887457.0,142416,56585,1.0,420.0,18000000.0,1994.0,13000.0,7.9,0,-12112543.0,32.70809444444445
2450,217.0,111.0,655.0,405.0,24000.0,13362308.0,31898,39307,1.0,111.0,18000000.0,2013.0,14000.0,6.9,0,-4637692.0,74.23504444444444
2451,160.0,126.0,44.0,9.0,627.0,5701643.0,37635,653,0.0,165.0,20000000.0,2007.0,12.0,7.3,0,-14298357.0,28.508214999999996
2452,209.0,114.0,0.0,1000.0,27000.0,5694401.0,194489,46944,4.0,192.0,18000000.0,2008.0,18000.0,7.3,12000,-12305599.0,31.63556111111111
2453,40.0,99.0,379.0,251.0,456.0,5333658.0,2541,1356,2.0,54.0,20000000.0,1982.0,278.0,3.5,0,-14666342.0,26.66829
2454,85.0,150.0,0.0,401.0,597.0,4414535.0,30618,1645,0.0,224.0,18000000.0,1996.0,591.0,7.8,0,-13585465.0,24.525194444444445
2456,263.0,112.0,337.0,201.0,4000.0,3707794.0,31359,5671,0.0,156.0,18000000.0,2016.0,820.0,6.7,0,-14292206.0,20.598855555555556
2457,128.0,108.0,11000.0,922.0,11000.0,3203044.0,25165,14843,2.0,155.0,18000000.0,2003.0,944.0,6.4,827,-14796956.0,17.79468888888889
2458,186.0,116.0,6.0,212.0,25000.0,4435083.0,27882,39463,2.0,119.0,18000000.0,2013.0,14000.0,7.1,18000,-13564917.0,24.63935
2460,292.0,144.0,0.0,16.0,63.0,2222647.0,52958,167,0.0,193.0,12000000.0,2009.0,43.0,7.8,0,-9777353.0,18.522058333333334
2462,70.0,93.0,28.0,415.0,1000.0,3500000.0,10082,2319,2.0,100.0,2700000.0,1986.0,695.0,5.9,0,800000.0,129.62962962962962
2463,79.0,103.0,154.0,576.0,1000.0,676698.0,26730,4094,0.0,180.0,18000000.0,2002.0,783.0,7.2,2000,-17323302.0,3.7594333333333334
2468,10.0,121.0,0.0,353.0,854.0,229311.0,899,2705,2.0,42.0,11350000.0,1999.0,578.0,6.2,271,-11120689.0,2.0203612334801764
2471,112.0,105.0,2.0,69.0,805.0,63260.0,14325,1185,0.0,90.0,14000000.0,2006.0,306.0,6.7,0,-13936740.0,0.45185714285714285
2475,256.0,119.0,99.0,778.0,15000.0,121463226.0,422606,17584,2.0,555.0,20000000.0,2007.0,833.0,7.6,0,101463226.0,607.3161299999999
2478,97.0,98.0,209.0,129.0,158.0,58006147.0,67653,816,2.0,108.0,23000000.0,2008.0,152.0,6.2,0,35006147.0,252.20063913043478
2479,142.0,80.0,19.0,854.0,11000.0,51053787.0,45900,14385,1.0,247.0,17500000.0,2005.0,979.0,6.5,0,33553787.0,291.7359257142857
2480,187.0,121.0,83.0,242.0,3000.0,23472900.0,264533,4142,1.0,609.0,17500000.0,2004.0,460.0,8.1,12000,5972900.0,134.13085714285714
2481,193.0,94.0,87.0,280.0,866.0,39687528.0,140780,2124,1.0,376.0,24000000.0,2007.0,794.0,6.3,0,15687528.0,165.3647
2482,40.0,93.0,148.0,170.0,549.0,7017178.0,1633,1373,5.0,17.0,17500000.0,2013.0,269.0,4.4,0,-10482822.0,40.09816
2484,38.0,116.0,0.0,50.0,109.0,325491.0,4387,245,0.0,67.0,17500000.0,2002.0,67.0,6.0,204,-17174509.0,1.8599485714285713
2485,239.0,101.0,448.0,83.0,482.0,96471845.0,268581,956,0.0,1109.0,17000000.0,2001.0,203.0,7.6,20000,79471845.0,567.4814411764705
2486,250.0,154.0,0.0,604.0,2000.0,85200000.0,488537,4228,1.0,1076.0,18500000.0,1986.0,626.0,8.4,18000,66700000.0,460.5405405405405
2487,82.0,170.0,165.0,244.0,453.0,72000000.0,66959,1164,1.0,258.0,17000000.0,1964.0,272.0,7.9,0,55000000.0,423.5294117647059
2488,140.0,99.0,13.0,681.0,45000.0,72219395.0,105585,50284,1.0,419.0,17000000.0,1997.0,4000.0,5.6,0,55219395.0,424.8199705882353
2489,129.0,104.0,42.0,613.0,839.0,82389560.0,106820,3627,1.0,147.0,17000000.0,2014.0,756.0,6.5,14000,65389560.0,484.64447058823527
2490,285.0,126.0,729.0,284.0,912.0,71502303.0,149966,2170,0.0,835.0,12000000.0,2004.0,306.0,7.5,0,59502303.0,595.852525
2491,91.0,110.0,422.0,422.0,33000.0,19179969.0,54710,35345,2.0,177.0,17500000.0,2006.0,459.0,6.3,0,1679969.0,109.59982285714285
2492,318.0,101.0,0.0,598.0,2000.0,47000000.0,157857,4400,0.0,1191.0,300000.0,1978.0,742.0,7.9,12000,46700000.0,15666.666666666666
2494,52.0,87.0,9.0,503.0,818.0,37566230.0,3407,2164,1.0,48.0,17000000.0,2003.0,636.0,5.1,309,20566230.0,220.97782352941175
2495,56.0,123.0,92.0,849.0,1000.0,70492685.0,11600,5306,5.0,64.0,17000000.0,2013.0,886.0,6.7,7000,53492685.0,414.6628529411765
2496,186.0,109.0,248.0,968.0,16000.0,35635046.0,121058,19410,0.0,482.0,17000000.0,2006.0,988.0,6.7,3000,18635046.0,209.61791764705882
2497,178.0,90.0,52.0,298.0,723.0,45670855.0,67978,1978,0.0,279.0,20000000.0,2010.0,346.0,5.6,12000,25670855.0,228.354275
2498,140.0,96.0,36.0,486.0,1000.0,37939782.0,62272,3294,0.0,207.0,17000000.0,2002.0,580.0,5.6,2000,20939782.0,223.1751882352941
2500,63.0,82.0,12.0,281.0,8000.0,30324946.0,48458,9271,2.0,239.0,17000000.0,1998.0,357.0,6.2,0,13324946.0,178.38203529411766
2501,148.0,86.0,33.0,583.0,15000.0,27854896.0,64190,17396,1.0,129.0,17000000.0,2011.0,976.0,5.6,16000,10854896.0,163.8523294117647
2502,265.0,108.0,192.0,580.0,1000.0,41777564.0,129719,4500,0.0,855.0,15000000.0,2006.0,1000.0,6.4,0,26777564.0,278.5170933333333
2503,75.0,98.0,39.0,428.0,593.0,22734486.0,11815,2713,1.0,117.0,17000000.0,2003.0,517.0,5.6,320,5734486.0,133.73227058823528
2504,113.0,129.0,51.0,89.0,427.0,44469602.0,23480,952,0.0,83.0,17000000.0,2015.0,234.0,7.4,21000,27469602.0,261.58589411764706
2507,223.0,112.0,36.0,746.0,10000.0,64998368.0,213898,12676,4.0,250.0,17000000.0,2012.0,751.0,7.2,36000,47998368.0,382.3433411764706
2508,50.0,108.0,19.0,505.0,973.0,19693891.0,12993,3344,2.0,107.0,34000000.0,2001.0,954.0,4.9,476,-14306109.0,57.923208823529414
2509,125.0,121.0,0.0,244.0,989.0,16311763.0,50656,2365,1.0,416.0,17000000.0,1998.0,888.0,7.5,0,-688237.0,95.95154705882352
2510,81.0,89.0,11.0,973.0,1000.0,12693621.0,10885,4060,0.0,271.0,17000000.0,2002.0,982.0,4.8,814,-4306379.0,74.66835882352942
2511,37.0,89.0,0.0,323.0,690.0,15655665.0,9104,2135,2.0,112.0,4000000.0,2006.0,400.0,3.1,110,11655665.0,391.39162500000003
2512,44.0,73.0,11.0,142.0,1000.0,11634458.0,2045,2020,0.0,37.0,17000000.0,1999.0,436.0,5.8,339,-5365542.0,68.43798823529413
2513,197.0,132.0,847.0,625.0,3000.0,27154426.0,52852,6317,1.0,138.0,17000000.0,2009.0,960.0,6.7,4000,10154426.0,159.73191764705882
2515,543.0,96.0,201.0,58.0,394.0,54239856.0,125016,673,0.0,789.0,17000000.0,2013.0,150.0,6.5,70000,37239856.0,319.05797647058824
2516,112.0,98.0,80.0,399.0,567.0,8662318.0,15033,2016,1.0,75.0,17000000.0,2009.0,503.0,5.9,0,-8337682.0,50.95481176470589
2517,153.0,107.0,80.0,841.0,2000.0,7156725.0,22639,5992,6.0,217.0,19000000.0,2006.0,2000.0,5.5,300,-11843275.0,37.666973684210525
2518,94.0,134.0,22.0,488.0,1000.0,15681020.0,33570,3007,6.0,259.0,17000000.0,1987.0,593.0,3.6,1000,-1318980.0,92.24129411764706
2520,157.0,122.0,47.0,834.0,23000.0,6855137.0,88590,27381,2.0,419.0,17000000.0,2006.0,979.0,7.4,0,-10144863.0,40.324335294117645
2522,21.0,97.0,3.0,161.0,400.0,2315683.0,4081,805,0.0,28.0,17000000.0,1986.0,193.0,3.0,154,-14684317.0,13.621664705882353
2523,236.0,110.0,168.0,96.0,3000.0,39825798.0,295375,4210,3.0,645.0,16000000.0,2006.0,979.0,7.6,15000,23825798.0,248.9112375
2524,50.0,102.0,4.0,60.0,634.0,2000000.0,1275,1262,0.0,27.0,17000000.0,1981.0,537.0,6.4,0,-15000000.0,11.76470588235294
2525,106.0,98.0,541.0,71.0,214.0,1569918.0,16234,409,1.0,113.0,17000000.0,2003.0,96.0,6.9,0,-15430082.0,9.234811764705881
2526,106.0,120.0,30.0,55.0,14000.0,106869.0,13762,14492,1.0,39.0,17000000.0,2014.0,287.0,6.6,0,-16893131.0,0.6286411764705883
2527,173.0,160.0,219.0,215.0,1000.0,273420.0,32671,2340,6.0,238.0,17000000.0,2006.0,876.0,5.5,0,-16726580.0,1.6083529411764705
2530,145.0,83.0,57.0,62.0,465.0,4930798.0,16268,730,1.0,108.0,17000000.0,2012.0,152.0,4.1,0,-12069202.0,29.004694117647055
2531,31.0,102.0,6.0,165.0,3000.0,59847242.0,55895,5433,1.0,115.0,16500000.0,1991.0,2000.0,6.8,0,43347242.0,362.71055757575755
2532,105.0,122.0,30.0,260.0,21000.0,220914.0,13239,25173,2.0,97.0,16800000.0,2006.0,3000.0,6.5,0,-16579086.0,1.3149642857142858
2534,114.0,126.0,0.0,168.0,826.0,43848100.0,119150,1607,2.0,219.0,15000000.0,1987.0,508.0,7.4,0,28848100.0,292.3206666666667
2535,69.0,136.0,0.0,1000.0,25000.0,42700000.0,78392,41059,2.0,196.0,16500000.0,1995.0,14000.0,7.7,0,26200000.0,258.7878787878788
2536,150.0,120.0,11.0,281.0,11000.0,18663911.0,46204,12554,1.0,151.0,16500000.0,2007.0,838.0,7.1,0,2163911.0,113.11461212121212
2537,72.0,108.0,18.0,433.0,714.0,11702090.0,37700,2785,2.0,50.0,16500000.0,2007.0,701.0,6.3,0,-4797910.0,70.92175757575757
2538,158.0,126.0,26.0,385.0,638.0,13005485.0,56665,2282,0.0,469.0,15000000.0,2003.0,624.0,7.6,0,-1994515.0,86.70323333333333
2539,96.0,128.0,608.0,1000.0,49000.0,95860116.0,277451,51609,0.0,491.0,16400000.0,1989.0,1000.0,8.0,23000,79460116.0,584.5129024390244
2540,84.0,113.0,137.0,481.0,879.0,127175354.0,288451,2985,2.0,438.0,16000000.0,1994.0,854.0,7.3,0,111175354.0,794.8459625
2541,114.0,89.0,0.0,62.0,227.0,92823600.0,149108,485,0.0,273.0,16000000.0,1989.0,73.0,7.6,0,76823600.0,580.1475
2542,79.0,129.0,0.0,359.0,844.0,54000000.0,26310,2330,0.0,154.0,16000000.0,1982.0,617.0,7.8,0,38000000.0,337.5
2543,103.0,94.0,480.0,486.0,1000.0,68525609.0,132963,3889,5.0,302.0,15600000.0,2000.0,490.0,6.5,0,52925609.0,439.26672435897433
2544,67.0,106.0,48.0,35.0,23000.0,52885587.0,35312,23369,0.0,267.0,16000000.0,1999.0,255.0,6.4,0,36885587.0,330.53491875000003
2545,576.0,100.0,405.0,628.0,996.0,44667095.0,190030,4606,0.0,583.0,15000000.0,2011.0,897.0,8.0,30000,29667095.0,297.78063333333336
2546,178.0,89.0,687.0,389.0,10000.0,42638165.0,42182,12183,1.0,230.0,16000000.0,2009.0,787.0,4.8,0,26638165.0,266.48853125
2547,487.0,94.0,0.0,559.0,13000.0,45507053.0,237848,27911,2.0,377.0,16000000.0,2012.0,13000.0,7.8,71000,29507053.0,284.41908125
2548,196.0,83.0,473.0,597.0,20000.0,39511038.0,56269,26402,0.0,366.0,16000000.0,2006.0,4000.0,5.9,0,23511038.0,246.9439875
2549,24.0,111.0,19.0,107.0,241.0,6462576.0,1449,824,0.0,30.0,18500000.0,2016.0,118.0,5.4,0,-12037424.0,34.93284324324325
2550,56.0,80.0,11.0,499.0,911.0,40363530.0,18254,3058,2.0,307.0,16000000.0,2002.0,521.0,3.3,1000,24363530.0,252.27206249999998
2551,406.0,112.0,0.0,250.0,634.0,37623143.0,467234,1322,0.0,1083.0,13500000.0,2006.0,269.0,8.2,27000,24123143.0,278.6899481481481
2553,51.0,94.0,14.0,635.0,1000.0,33357476.0,7392,4194,0.0,53.0,35000000.0,2001.0,1000.0,5.4,393,-1642524.0,95.3070742857143
2554,41.0,130.0,309.0,522.0,939.0,28734552.0,9566,3107,2.0,81.0,16000000.0,2001.0,881.0,6.4,1000,12734552.0,179.59095
2555,138.0,91.0,26.0,638.0,3000.0,37300107.0,29147,5349,1.0,115.0,16000000.0,2011.0,1000.0,4.8,0,21300107.0,233.12566875
2556,78.0,91.0,29.0,459.0,861.0,27087695.0,41664,2543,0.0,205.0,17700000.0,2001.0,593.0,5.9,0,9387695.0,153.03782485875706
2557,40.0,110.0,23.0,51.0,633.0,30102717.0,28736,874,2.0,72.0,15000000.0,1991.0,67.0,5.5,0,15102717.0,200.68478000000002
2558,285.0,121.0,1000.0,108.0,175.0,23618786.0,352695,485,1.0,687.0,8000000.0,2007.0,115.0,7.9,17000,15618786.0,295.234825
2559,124.0,114.0,15.0,650.0,851.0,26896744.0,16582,3485,4.0,125.0,16500000.0,2008.0,680.0,4.9,0,10396744.0,163.0105696969697
2560,275.0,96.0,11000.0,252.0,19000.0,23213577.0,198111,19894,0.0,365.0,15500000.0,2008.0,581.0,7.2,14000,7713577.0,149.76501290322582
2563,67.0,94.0,7.0,95.0,3000.0,20627372.0,13661,3451,3.0,134.0,16000000.0,2000.0,240.0,5.3,487,4627372.0,128.921075
2564,103.0,109.0,7.0,450.0,835.0,16346122.0,25549,2572,0.0,171.0,16000000.0,2002.0,787.0,7.2,0,346122.0,102.1632625
2565,300.0,107.0,45.0,271.0,24000.0,16204793.0,92712,24805,1.0,294.0,16000000.0,2009.0,396.0,5.1,6000,204793.0,101.27995625
2566,84.0,96.0,22.0,324.0,8000.0,15427192.0,11768,11078,0.0,148.0,16000000.0,2000.0,2000.0,5.6,492,-572808.0,96.41995
2567,64.0,88.0,11000.0,233.0,854.0,14792779.0,24256,1653,0.0,91.0,16000000.0,1987.0,410.0,7.6,0,-1207221.0,92.45486875
2569,158.0,113.0,47.0,238.0,21000.0,19057024.0,113963,22088,0.0,361.0,16000000.0,2010.0,541.0,7.2,24000,3057024.0,119.1064
2570,46.0,101.0,6.0,258.0,812.0,14108518.0,8215,1882,1.0,95.0,16000000.0,2003.0,326.0,5.7,371,-1891482.0,88.1782375
2571,15.0,105.0,121.0,384.0,11000.0,13854000.0,21079,14677,0.0,55.0,20000000.0,1988.0,3000.0,5.2,818,-6146000.0,69.27
2572,68.0,125.0,438.0,372.0,18000.0,77324422.0,178731,33865,2.0,261.0,26000000.0,1993.0,15000.0,7.7,0,51324422.0,297.40162307692304
2573,111.0,100.0,9.0,363.0,599.0,15500000.0,51996,2389,0.0,302.0,16000000.0,1999.0,380.0,7.0,0,-500000.0,96.875
2576,65.0,112.0,28.0,215.0,555.0,4734235.0,8217,1227,0.0,123.0,15000000.0,2000.0,403.0,6.0,573,-10265765.0,31.561566666666668
2577,109.0,112.0,11000.0,642.0,11000.0,4839383.0,21613,12766,0.0,148.0,16000000.0,2002.0,650.0,6.6,762,-11160617.0,30.246143749999998
2578,42.0,95.0,89.0,322.0,1000.0,4193025.0,30682,2518,0.0,194.0,15000000.0,1999.0,852.0,6.8,0,-10806975.0,27.9535
2579,112.0,110.0,85.0,186.0,1000.0,5900000.0,98629,1852,1.0,316.0,16000000.0,1986.0,309.0,7.2,0,-10100000.0,36.875
2580,146.0,118.0,369.0,295.0,1000.0,2849142.0,24104,1889,1.0,88.0,16000000.0,2007.0,418.0,7.2,0,-13150858.0,17.8071375
2581,36.0,97.0,34.0,465.0,503.0,1686429.0,8687,3100,1.0,62.0,16000000.0,1997.0,489.0,2.8,0,-14313571.0,10.54018125
2582,230.0,120.0,115.0,310.0,10000.0,1984743.0,20616,11019,3.0,70.0,16000000.0,2013.0,316.0,6.6,0,-14015257.0,12.40464375
2583,64.0,135.0,133.0,258.0,898.0,1666262.0,5321,2096,0.0,78.0,16000000.0,2005.0,708.0,6.7,356,-14333738.0,10.414137499999999
2584,393.0,101.0,0.0,888.0,3000.0,2319187.0,92640,5056,0.0,212.0,20000000.0,2013.0,1000.0,7.0,23000,-17680813.0,11.595935
2585,75.0,92.0,29.0,618.0,939.0,13922211.0,18271,3935,9.0,150.0,16000000.0,2004.0,881.0,4.4,0,-2077789.0,87.01381875
2587,67.0,92.0,6.0,227.0,10000.0,23091.0,5664,11091,1.0,42.0,15000000.0,2008.0,304.0,6.2,921,-14976909.0,0.15394
2588,216.0,161.0,929.0,116.0,488.0,336467.0,45449,943,0.0,192.0,13000000.0,2009.0,289.0,7.3,23000,-12663533.0,2.5882076923076927
2589,54.0,92.0,143.0,613.0,1000.0,2964.0,7444,3086,2.0,42.0,16000000.0,2012.0,945.0,5.1,0,-15997036.0,0.018525
2592,208.0,122.0,0.0,567.0,883.0,2428883.0,21370,2896,1.0,132.0,16000000.0,2014.0,596.0,6.6,0,-13571117.0,15.18051875
2593,32.0,91.0,10.0,574.0,890.0,13571817.0,5312,3104,3.0,40.0,15600000.0,2002.0,578.0,4.5,939,-2028183.0,86.99882692307692
2597,40.0,93.0,7.0,922.0,1000.0,1181197.0,3299,4329,0.0,24.0,15500000.0,2005.0,1000.0,5.9,191,-14318803.0,7.620625806451613
2598,40.0,94.0,7.0,17.0,235.0,81525.0,29392,303,1.0,91.0,15300000.0,2001.0,46.0,6.6,0,-15218475.0,0.532843137254902
2599,251.0,95.0,571.0,102.0,499.0,7774730.0,61912,1120,0.0,352.0,15500000.0,2006.0,298.0,6.5,0,-7725270.0,50.15954838709678
2600,94.0,105.0,102.0,383.0,901.0,234760500.0,126464,3464,1.0,175.0,14000000.0,1984.0,605.0,7.3,0,220760500.0,1676.8607142857143
2601,102.0,103.0,0.0,925.0,3000.0,285761243.0,311075,7521,5.0,305.0,18000000.0,1990.0,1000.0,7.5,20000,267761243.0,1587.5624611111111
2602,21.0,102.0,12000.0,801.0,19000.0,167780960.0,36918,21499,4.0,42.0,11000000.0,1987.0,875.0,5.9,3000,156780960.0,1525.2814545454546
2603,94.0,116.0,521.0,481.0,13000.0,177200000.0,77366,14701,1.0,194.0,22000000.0,1982.0,521.0,7.4,0,155200000.0,805.4545454545455
2604,173.0,110.0,12000.0,555.0,10000.0,176781728.0,219171,13069,2.0,388.0,15000000.0,1986.0,1000.0,6.9,19000,161781728.0,1178.5448533333333
2605,287.0,120.0,0.0,5.0,103.0,128067808.0,217740,129,3.0,1641.0,15000000.0,2000.0,21.0,7.9,0,113067808.0,853.7853866666668
2606,176.0,122.0,0.0,158.0,18000.0,130058047.0,822500,19078,0.0,2715.0,15000000.0,1999.0,828.0,8.4,22000,115058047.0,867.0536466666666
2607,479.0,118.0,0.0,520.0,14000.0,138795342.0,503631,15732,0.0,636.0,15000000.0,2010.0,1000.0,8.0,64000,123795342.0,925.30228
2608,27.0,107.0,425.0,247.0,742.0,111936400.0,87538,2151,1.0,79.0,15000000.0,1988.0,384.0,6.0,0,96936400.0,746.2426666666667
2610,60.0,102.0,4.0,882.0,17000.0,317040.0,6723,30978,1.0,36.0,15500000.0,2008.0,13000.0,6.8,1000,-15182960.0,2.0454193548387094
2611,70.0,154.0,14000.0,271.0,852.0,94175854.0,60988,2592,0.0,199.0,15000000.0,1985.0,581.0,7.8,6000,79175854.0,627.8390266666667
2614,454.0,114.0,77.0,305.0,19000.0,91121452.0,467613,20295,1.0,608.0,14000000.0,2014.0,393.0,8.1,165000,77121452.0,650.8675142857144
2615,25.0,109.0,6.0,271.0,1000.0,69800000.0,18140,2419,1.0,60.0,10000000.0,1980.0,745.0,6.1,855,59800000.0,698.0
2617,111.0,94.0,87.0,569.0,17000.0,64001297.0,32002,20154,1.0,103.0,15000000.0,2010.0,975.0,6.2,0,49001297.0,426.67531333333335
2618,393.0,100.0,127.0,250.0,1000.0,71588220.0,134869,1949,1.0,304.0,20000000.0,2013.0,340.0,6.2,57000,51588220.0,357.9411
2620,55.0,98.0,11000.0,624.0,816.0,61400000.0,71183,3617,1.0,183.0,15000000.0,1983.0,695.0,7.4,0,46400000.0,409.33333333333337
2621,157.0,102.0,79.0,27.0,925.0,101978840.0,77724,1018,0.0,162.0,15000000.0,2013.0,38.0,6.6,26000,86978840.0,679.8589333333333
2622,280.0,94.0,350.0,39.0,326.0,56437947.0,85333,486,0.0,421.0,9800000.0,2006.0,48.0,7.3,0,46637947.0,575.897418367347
2623,109.0,92.0,13000.0,217.0,925.0,73326666.0,189413,1953,3.0,306.0,15000000.0,1988.0,692.0,7.5,15000,58326666.0,488.84444
2624,41.0,113.0,0.0,607.0,2000.0,55184721.0,9811,6510,8.0,100.0,15000000.0,2007.0,721.0,5.6,1000,40184721.0,367.89814
2625,27.0,115.0,44.0,902.0,23000.0,50003300.0,36624,29370,4.0,132.0,15000000.0,1994.0,4000.0,7.3,0,35003300.0,333.3553333333333
2626,462.0,95.0,43.0,259.0,11000.0,54322273.0,139749,11946,0.0,509.0,17000000.0,2012.0,326.0,6.4,29000,37322273.0,319.5427823529412
2627,152.0,87.0,165.0,383.0,1000.0,47860214.0,34711,2452,0.0,468.0,15000000.0,2006.0,431.0,5.0,0,32860214.0,319.0680933333333
2628,69.0,88.0,189.0,799.0,934.0,47811275.0,29008,3707,1.0,99.0,15000000.0,2002.0,927.0,5.4,896,32811275.0,318.7418333333334
2630,130.0,97.0,272.0,957.0,22000.0,43022524.0,67604,29252,0.0,218.0,15000000.0,1997.0,4000.0,7.1,12000,28022524.0,286.81682666666666
2631,66.0,94.0,13.0,566.0,925.0,42672630.0,27580,3423,1.0,172.0,17000000.0,2003.0,738.0,5.3,0,25672630.0,251.0154705882353
2632,238.0,112.0,29.0,874.0,12000.0,42919096.0,64747,15800,1.0,122.0,15000000.0,2013.0,1000.0,6.5,12000,27919096.0,286.12730666666664
2633,198.0,98.0,66.0,562.0,3000.0,42592530.0,29867,4567,0.0,181.0,15000000.0,2015.0,658.0,6.2,27000,27592530.0,283.9502
2634,154.0,104.0,0.0,1000.0,4000.0,40064955.0,92074,12170,1.0,502.0,15000000.0,1998.0,4000.0,6.4,0,25064955.0,267.0997
2636,131.0,120.0,446.0,1000.0,22000.0,44886089.0,69576,40117,3.0,207.0,10000000.0,1997.0,13000.0,6.9,2000,34886089.0,448.86089
2637,97.0,99.0,11.0,971.0,11000.0,37882551.0,80305,15369,0.0,393.0,16000000.0,2001.0,983.0,5.7,0,21882551.0,236.76594375
2638,355.0,109.0,453.0,953.0,15000.0,40983001.0,181025,27788,2.0,336.0,7000000.0,2012.0,10000.0,7.7,38000,33983001.0,585.4714428571428
2640,102.0,106.0,357.0,883.0,23000.0,35007180.0,26846,26652,0.0,193.0,15000000.0,2000.0,1000.0,5.6,0,20007180.0,233.3812
2641,419.0,123.0,120.0,149.0,13000.0,35887263.0,265507,14100,0.0,388.0,15000000.0,2014.0,876.0,7.7,90000,20887263.0,239.24842
2642,37.0,86.0,14.0,685.0,833.0,34308901.0,15939,4435,3.0,87.0,16000000.0,2003.0,807.0,5.1,0,18308901.0,214.43063125
2643,78.0,120.0,18.0,944.0,20000.0,33771174.0,27044,22383,2.0,240.0,15000000.0,2000.0,1000.0,6.8,0,18771174.0,225.14115999999999
2644,181.0,227.0,767.0,87.0,607.0,6000000.0,192775,1076,8.0,559.0,15000000.0,1962.0,202.0,8.4,11000,-9000000.0,40.0
